window_id,location,start,end,n_samples,gap_frac,event,usable
laboratory_00901,laboratory,2023-04-10 12:12:00,2023-04-10 13:10:00,30,0.033,normal,True
laboratory_00902,laboratory,2023-04-10 12:42:00,2023-04-10 13:40:00,30,0.033,normal,True
laboratory_00903,laboratory,2023-04-10 13:12:00,2023-04-10 14:10:00,30,0.0,normal,True
laboratory_00904,laboratory,2023-04-10 13:42:00,2023-04-10 14:40:00,30,0.0,normal,True
laboratory_00905,laboratory,2023-04-10 14:12:00,2023-04-10 15:10:00,30,0.0,normal,True
laboratory_00906,laboratory,2023-04-10 14:42:00,2023-04-10 15:40:00,30,0.033,normal,True
laboratory_00907,laboratory,2023-04-10 15:12:00,2023-04-10 16:10:00,30,0.033,normal,True
laboratory_00908,laboratory,2023-04-10 15:42:00,2023-04-10 16:40:00,30,0.0,normal,True
laboratory_00909,laboratory,2023-04-10 16:12:00,2023-04-10 17:10:00,30,0.0,normal,True
laboratory_00910,laboratory,2023-04-10 16:42:00,2023-04-10 17:40:00,30,0.0,normal,True
laboratory_00911,laboratory,2023-04-10 17:12:00,2023-04-10 18:10:00,30,0.033,normal,True
laboratory_00912,laboratory,2023-04-10 17:42:00,2023-04-10 18:40:00,30,0.033,normal,True
laboratory_00913,laboratory,2023-04-10 18:12:00,2023-04-10 19:10:00,30,0.0,normal,True
laboratory_00914,laboratory,2023-04-10 18:42:00,2023-04-10 19:40:00,30,0.0,normal,True
laboratory_00915,laboratory,2023-04-10 19:12:00,2023-04-10 20:10:00,30,0.0,normal,True
laboratory_00916,laboratory,2023-04-10 19:42:00,2023-04-10 20:40:00,30,0.033,normal,True
laboratory_00917,laboratory,2023-04-10 20:12:00,2023-04-10 21:10:00,30,0.033,normal,True
laboratory_00918,laboratory,2023-04-10 20:42:00,2023-04-10 21:40:00,30,0.0,normal,True
laboratory_00919,laboratory,2023-04-10 21:12:00,2023-04-10 22:10:00,30,0.0,normal,True
laboratory_00920,laboratory,2023-04-10 21:42:00,2023-04-10 22:40:00,30,0.0,normal,True
laboratory_00921,laboratory,2023-04-10 22:12:00,2023-04-10 23:10:00,30,0.0,normal,True
laboratory_00922,laboratory,2023-04-10 22:42:00,2023-04-10 23:40:00,30,0.033,normal,True
laboratory_00923,laboratory,2023-04-10 23:12:00,2023-04-11 00:10:00,30,0.033,normal,True
laboratory_00924,laboratory,2023-04-10 23:42:00,2023-04-11 00:40:00,30,0.0,normal,True
laboratory_00925,laboratory,2023-04-11 00:12:00,2023-04-11 01:10:00,30,0.0,normal,True
laboratory_00926,laboratory,2023-04-11 00:42:00,2023-04-11 01:40:00,30,0.0,normal,True
laboratory_00927,laboratory,2023-04-11 01:12:00,2023-04-11 02:10:00,30,0.0,normal,True
laboratory_00928,laboratory,2023-04-11 01:42:00,2023-04-11 02:40:00,30,0.0,normal,True
laboratory_00929,laboratory,2023-04-11 02:12:00,2023-04-11 03:10:00,30,0.033,normal,True
laboratory_00930,laboratory,2023-04-11 02:42:00,2023-04-11 03:40:00,30,0.033,normal,True
laboratory_00931,laboratory,2023-04-11 03:12:00,2023-04-11 04:10:00,30,0.0,normal,True
laboratory_00932,laboratory,2023-04-11 03:42:00,2023-04-11 04:40:00,30,0.0,normal,True
laboratory_00933,laboratory,2023-04-11 04:12:00,2023-04-11 05:10:00,30,0.0,normal,True
laboratory_00934,laboratory,2023-04-11 04:42:00,2023-04-11 05:40:00,30,0.0,normal,True
laboratory_00935,laboratory,2023-04-11 05:12:00,2023-04-11 06:10:00,30,0.033,normal,True
laboratory_00936,laboratory,2023-04-11 05:42:00,2023-04-11 06:40:00,30,0.033,normal,True
laboratory_00937,laboratory,2023-04-11 06:12:00,2023-04-11 07:10:00,30,0.0,normal,True
laboratory_00938,laboratory,2023-04-11 06:42:00,2023-04-11 07:40:00,30,0.0,normal,True
laboratory_00939,laboratory,2023-04-11 07:12:00,2023-04-11 08:10:00,30,0.0,normal,True
laboratory_00940,laboratory,2023-04-11 07:42:00,2023-04-11 08:40:00,30,0.033,normal,True
laboratory_00941,laboratory,2023-04-11 08:12:00,2023-04-11 09:10:00,30,0.033,normal,True
laboratory_00942,laboratory,2023-04-11 08:42:00,2023-04-11 09:40:00,30,0.0,normal,True
laboratory_00943,laboratory,2023-04-11 09:12:00,2023-04-11 10:10:00,30,0.0,normal,True
laboratory_00944,laboratory,2023-04-11 09:42:00,2023-04-11 10:40:00,30,0.0,normal,True
laboratory_00945,laboratory,2023-04-11 10:12:00,2023-04-11 11:10:00,30,0.0,normal,True
laboratory_00946,laboratory,2023-04-11 10:42:00,2023-04-11 11:40:00,30,0.033,normal,True
laboratory_00947,laboratory,2023-04-11 11:12:00,2023-04-11 12:10:00,30,0.033,normal,True
laboratory_00948,laboratory,2023-04-11 11:42:00,2023-04-11 12:40:00,30,0.0,normal,True
laboratory_00949,laboratory,2023-04-11 12:12:00,2023-04-11 13:10:00,30,0.0,normal,True
laboratory_00950,laboratory,2023-04-11 12:42:00,2023-04-11 13:40:00,30,0.0,normal,True
laboratory_00951,laboratory,2023-04-11 13:12:00,2023-04-11 14:10:00,30,0.033,normal,True
laboratory_00952,laboratory,2023-04-11 13:42:00,2023-04-11 14:40:00,30,0.033,normal,True
laboratory_00953,laboratory,2023-04-11 14:12:00,2023-04-11 15:10:00,30,0.0,normal,True
laboratory_00954,laboratory,2023-04-11 14:42:00,2023-04-11 15:40:00,30,0.0,normal,True
laboratory_00955,laboratory,2023-04-11 15:12:00,2023-04-11 16:10:00,30,0.0,normal,True
laboratory_00956,laboratory,2023-04-11 15:42:00,2023-04-11 16:40:00,30,0.033,normal,True
laboratory_00957,laboratory,2023-04-11 16:12:00,2023-04-11 17:10:00,30,0.033,normal,True
laboratory_00958,laboratory,2023-04-11 16:42:00,2023-04-11 17:40:00,30,0.0,normal,True
laboratory_00959,laboratory,2023-04-11 17:12:00,2023-04-11 18:10:00,30,0.0,normal,True
laboratory_00960,laboratory,2023-04-11 17:42:00,2023-04-11 18:40:00,30,0.0,normal,True
laboratory_00961,laboratory,2023-04-11 18:12:00,2023-04-11 19:10:00,30,0.0,normal,True
laboratory_00962,laboratory,2023-04-11 18:42:00,2023-04-11 19:40:00,30,0.033,normal,True
laboratory_00963,laboratory,2023-04-11 19:12:00,2023-04-11 20:10:00,30,0.033,normal,True
laboratory_00964,laboratory,2023-04-11 19:42:00,2023-04-11 20:40:00,30,0.0,normal,True
laboratory_00965,laboratory,2023-04-11 20:12:00,2023-04-11 21:10:00,30,0.0,normal,True
laboratory_00966,laboratory,2023-04-11 20:42:00,2023-04-11 21:40:00,30,0.0,normal,True
laboratory_00967,laboratory,2023-04-11 21:12:00,2023-04-11 22:10:00,30,0.0,normal,True
laboratory_00968,laboratory,2023-04-11 21:42:00,2023-04-11 22:40:00,30,0.033,normal,True
laboratory_00969,laboratory,2023-04-11 22:12:00,2023-04-11 23:10:00,30,0.033,normal,True
laboratory_00970,laboratory,2023-04-11 22:42:00,2023-04-11 23:40:00,30,0.0,normal,True
laboratory_00971,laboratory,2023-04-11 23:12:00,2023-04-12 00:10:00,30,0.0,normal,True
laboratory_00972,laboratory,2023-04-11 23:42:00,2023-04-12 00:40:00,30,0.0,normal,True
laboratory_00973,laboratory,2023-04-12 00:12:00,2023-04-12 01:10:00,30,0.0,normal,True
laboratory_00974,laboratory,2023-04-12 00:42:00,2023-04-12 01:40:00,30,0.0,normal,True
laboratory_00975,laboratory,2023-04-12 01:12:00,2023-04-12 02:10:00,30,0.033,normal,True
laboratory_00976,laboratory,2023-04-12 01:42:00,2023-04-12 02:40:00,30,0.033,normal,True
laboratory_00977,laboratory,2023-04-12 02:12:00,2023-04-12 03:10:00,30,0.0,normal,True
laboratory_00978,laboratory,2023-04-12 02:42:00,2023-04-12 03:40:00,30,0.0,normal,True
laboratory_00979,laboratory,2023-04-12 03:12:00,2023-04-12 04:10:00,30,0.0,normal,True
laboratory_00980,laboratory,2023-04-12 03:42:00,2023-04-12 04:40:00,30,0.0,normal,True
laboratory_00981,laboratory,2023-04-12 04:12:00,2023-04-12 05:10:00,30,0.0,normal,True
laboratory_00982,laboratory,2023-04-12 04:42:00,2023-04-12 05:40:00,30,0.033,normal,True
laboratory_00983,laboratory,2023-04-12 05:12:00,2023-04-12 06:10:00,30,0.033,normal,True
laboratory_00984,laboratory,2023-04-12 05:42:00,2023-04-12 06:40:00,30,0.0,normal,True
laboratory_00985,laboratory,2023-04-12 06:12:00,2023-04-12 07:10:00,30,0.0,normal,True
laboratory_00986,laboratory,2023-04-12 06:42:00,2023-04-12 07:40:00,30,0.0,normal,True
laboratory_00987,laboratory,2023-04-12 07:12:00,2023-04-12 08:10:00,30,0.033,normal,True
laboratory_00988,laboratory,2023-04-12 07:42:00,2023-04-12 08:40:00,30,0.033,normal,True
laboratory_00989,laboratory,2023-04-12 08:12:00,2023-04-12 09:10:00,30,0.0,normal,True
laboratory_00990,laboratory,2023-04-12 08:42:00,2023-04-12 09:40:00,30,0.0,normal,True
laboratory_00991,laboratory,2023-04-12 09:12:00,2023-04-12 10:10:00,30,0.0,normal,True
laboratory_00992,laboratory,2023-04-12 09:42:00,2023-04-12 10:40:00,30,0.0,normal,True
laboratory_00993,laboratory,2023-04-12 10:12:00,2023-04-12 11:10:00,30,0.033,normal,True
laboratory_00994,laboratory,2023-04-12 10:42:00,2023-04-12 11:40:00,30,0.033,normal,True
laboratory_00995,laboratory,2023-04-12 11:12:00,2023-04-12 12:10:00,30,0.0,normal,True
laboratory_00996,laboratory,2023-04-12 11:42:00,2023-04-12 12:40:00,30,0.0,normal,True
laboratory_00997,laboratory,2023-04-12 12:12:00,2023-04-12 13:10:00,30,0.0,normal,True
laboratory_00998,laboratory,2023-04-12 12:42:00,2023-04-12 13:40:00,30,0.0,normal,True
laboratory_00999,laboratory,2023-04-12 13:12:00,2023-04-12 14:10:00,30,0.033,normal,True
laboratory_01000,laboratory,2023-04-12 13:42:00,2023-04-12 14:40:00,30,0.033,normal,True
laboratory_01001,laboratory,2023-04-12 14:12:00,2023-04-12 15:10:00,30,0.0,normal,True
laboratory_01002,laboratory,2023-04-12 14:42:00,2023-04-12 15:40:00,30,0.0,normal,True
laboratory_01003,laboratory,2023-04-12 15:12:00,2023-04-12 16:10:00,30,0.0,normal,True
laboratory_01004,laboratory,2023-04-12 15:42:00,2023-04-12 16:40:00,30,0.0,normal,True
laboratory_01005,laboratory,2023-04-12 16:12:00,2023-04-12 17:10:00,30,0.033,normal,True
laboratory_01006,laboratory,2023-04-12 16:42:00,2023-04-12 17:40:00,30,0.033,normal,True
laboratory_01007,laboratory,2023-04-12 17:12:00,2023-04-12 18:10:00,30,0.0,normal,True
laboratory_01008,laboratory,2023-04-12 17:42:00,2023-04-12 18:40:00,30,0.0,normal,True
laboratory_01009,laboratory,2023-04-12 18:12:00,2023-04-12 19:10:00,30,0.0,normal,True
laboratory_01010,laboratory,2023-04-12 18:42:00,2023-04-12 19:40:00,30,0.0,normal,True
laboratory_01011,laboratory,2023-04-12 19:12:00,2023-04-12 20:10:00,30,0.0,normal,True
laboratory_01012,laboratory,2023-04-12 19:42:00,2023-04-12 20:40:00,30,0.033,normal,True
laboratory_01013,laboratory,2023-04-12 20:12:00,2023-04-12 21:10:00,30,0.033,normal,True
laboratory_01014,laboratory,2023-04-12 20:42:00,2023-04-12 21:40:00,30,0.0,normal,True
laboratory_01015,laboratory,2023-04-12 21:12:00,2023-04-12 22:10:00,30,0.0,normal,True
laboratory_01016,laboratory,2023-04-12 21:42:00,2023-04-12 22:40:00,30,0.0,normal,True
laboratory_01017,laboratory,2023-04-12 22:12:00,2023-04-12 23:10:00,30,0.0,normal,True
laboratory_01018,laboratory,2023-04-12 22:42:00,2023-04-12 23:40:00,30,0.0,normal,True
laboratory_01019,laboratory,2023-04-12 23:12:00,2023-04-13 00:10:00,30,0.0,normal,True
laboratory_01020,laboratory,2023-04-12 23:42:00,2023-04-13 00:40:00,30,0.0,normal,True
laboratory_01021,laboratory,2023-04-13 00:12:00,2023-04-13 01:10:00,30,0.0,normal,True
laboratory_01022,laboratory,2023-04-13 00:42:00,2023-04-13 01:40:00,30,0.0,normal,True
laboratory_01023,laboratory,2023-04-13 01:12:00,2023-04-13 02:10:00,30,0.0,normal,True
laboratory_01024,laboratory,2023-04-13 01:42:00,2023-04-13 02:40:00,30,0.033,normal,True
laboratory_01025,laboratory,2023-04-13 02:12:00,2023-04-13 03:10:00,30,0.033,normal,True
laboratory_01026,laboratory,2023-04-13 02:42:00,2023-04-13 03:40:00,30,0.0,normal,True
laboratory_01027,laboratory,2023-04-13 03:12:00,2023-04-13 04:10:00,30,0.0,normal,True
laboratory_01028,laboratory,2023-04-13 03:42:00,2023-04-13 04:40:00,30,0.0,normal,True
laboratory_01029,laboratory,2023-04-13 04:12:00,2023-04-13 05:10:00,30,0.033,normal,True
laboratory_01030,laboratory,2023-04-13 04:42:00,2023-04-13 05:40:00,30,0.033,normal,True
laboratory_01031,laboratory,2023-04-13 05:12:00,2023-04-13 06:10:00,30,0.0,normal,True
laboratory_01032,laboratory,2023-04-13 05:42:00,2023-04-13 06:40:00,30,0.0,normal,True
laboratory_01033,laboratory,2023-04-13 06:12:00,2023-04-13 07:10:00,30,0.0,normal,True
laboratory_01034,laboratory,2023-04-13 06:42:00,2023-04-13 07:40:00,30,0.0,normal,True
laboratory_01035,laboratory,2023-04-13 07:12:00,2023-04-13 08:10:00,30,0.033,normal,True
laboratory_01036,laboratory,2023-04-13 07:42:00,2023-04-13 08:40:00,30,0.033,normal,True
laboratory_01037,laboratory,2023-04-13 08:12:00,2023-04-13 09:10:00,30,0.0,normal,True
laboratory_01038,laboratory,2023-04-13 08:42:00,2023-04-13 09:40:00,30,0.0,normal,True
laboratory_01039,laboratory,2023-04-13 09:12:00,2023-04-13 10:10:00,30,0.0,normal,True
laboratory_01040,laboratory,2023-04-13 09:42:00,2023-04-13 10:40:00,30,0.0,normal,True
laboratory_01041,laboratory,2023-04-13 10:12:00,2023-04-13 11:10:00,30,0.033,normal,True
laboratory_01042,laboratory,2023-04-13 10:42:00,2023-04-13 11:40:00,30,0.033,normal,True
laboratory_01043,laboratory,2023-04-13 11:12:00,2023-04-13 12:10:00,30,0.0,normal,True
laboratory_01044,laboratory,2023-04-13 11:42:00,2023-04-13 12:40:00,30,0.0,normal,True
laboratory_01045,laboratory,2023-04-13 12:12:00,2023-04-13 13:10:00,30,0.0,normal,True
laboratory_01046,laboratory,2023-04-13 12:42:00,2023-04-13 13:40:00,30,0.033,normal,True
laboratory_01047,laboratory,2023-04-13 13:12:00,2023-04-13 14:10:00,30,0.033,normal,True
laboratory_01048,laboratory,2023-04-13 13:42:00,2023-04-13 14:40:00,30,0.0,normal,True
laboratory_01049,laboratory,2023-04-13 14:12:00,2023-04-13 15:10:00,30,0.0,normal,True
laboratory_01050,laboratory,2023-04-13 14:42:00,2023-04-13 15:40:00,30,0.0,normal,True
laboratory_01051,laboratory,2023-04-13 15:12:00,2023-04-13 16:10:00,30,0.0,normal,True
laboratory_01052,laboratory,2023-04-13 15:42:00,2023-04-13 16:40:00,30,0.0,normal,True
laboratory_01053,laboratory,2023-04-13 16:12:00,2023-04-13 17:10:00,30,0.033,normal,True
laboratory_01054,laboratory,2023-04-13 16:42:00,2023-04-13 17:40:00,30,0.033,normal,True
laboratory_01055,laboratory,2023-04-13 17:12:00,2023-04-13 18:10:00,30,0.0,normal,True
laboratory_01056,laboratory,2023-04-13 17:42:00,2023-04-13 18:40:00,30,0.0,normal,True
laboratory_01057,laboratory,2023-04-13 18:12:00,2023-04-13 19:10:00,30,0.0,normal,True
laboratory_01058,laboratory,2023-04-13 18:42:00,2023-04-13 19:40:00,30,0.0,normal,True
laboratory_01059,laboratory,2023-04-13 19:12:00,2023-04-13 20:10:00,30,0.0,normal,True
laboratory_01060,laboratory,2023-04-13 19:42:00,2023-04-13 20:40:00,30,0.0,normal,True
laboratory_01061,laboratory,2023-04-13 20:12:00,2023-04-13 21:10:00,30,0.0,normal,True
laboratory_01062,laboratory,2023-04-13 20:42:00,2023-04-13 21:40:00,30,0.033,normal,True
laboratory_01063,laboratory,2023-04-13 21:12:00,2023-04-13 22:10:00,30,0.033,normal,True
laboratory_01064,laboratory,2023-04-13 21:42:00,2023-04-13 22:40:00,30,0.0,normal,True
laboratory_01065,laboratory,2023-04-13 22:12:00,2023-04-13 23:10:00,30,0.0,normal,True
laboratory_01066,laboratory,2023-04-13 22:42:00,2023-04-13 23:40:00,30,0.0,normal,True
laboratory_01067,laboratory,2023-04-13 23:12:00,2023-04-14 00:10:00,30,0.0,normal,True
laboratory_01068,laboratory,2023-04-13 23:42:00,2023-04-14 00:40:00,30,0.0,normal,True
laboratory_01069,laboratory,2023-04-14 00:12:00,2023-04-14 01:10:00,30,0.0,normal,True
laboratory_01070,laboratory,2023-04-14 00:42:00,2023-04-14 01:40:00,30,0.0,normal,True
laboratory_01071,laboratory,2023-04-14 01:12:00,2023-04-14 02:10:00,30,0.0,normal,True
laboratory_01072,laboratory,2023-04-14 01:42:00,2023-04-14 02:40:00,30,0.033,normal,True
laboratory_01073,laboratory,2023-04-14 02:12:00,2023-04-14 03:10:00,30,0.033,normal,True
laboratory_01074,laboratory,2023-04-14 02:42:00,2023-04-14 03:40:00,30,0.0,normal,True
laboratory_01075,laboratory,2023-04-14 03:12:00,2023-04-14 04:10:00,30,0.0,normal,True
laboratory_01076,laboratory,2023-04-14 03:42:00,2023-04-14 04:40:00,30,0.0,normal,True
laboratory_01077,laboratory,2023-04-14 04:12:00,2023-04-14 05:10:00,30,0.033,normal,True
laboratory_01078,laboratory,2023-04-14 04:42:00,2023-04-14 05:40:00,30,0.033,normal,True
laboratory_01079,laboratory,2023-04-14 05:12:00,2023-04-14 06:10:00,30,0.0,normal,True
laboratory_01080,laboratory,2023-04-14 05:42:00,2023-04-14 06:40:00,30,0.0,normal,True
laboratory_01081,laboratory,2023-04-14 06:12:00,2023-04-14 07:10:00,30,0.0,normal,True
laboratory_01082,laboratory,2023-04-14 06:42:00,2023-04-14 07:40:00,30,0.033,normal,True
laboratory_01083,laboratory,2023-04-14 07:12:00,2023-04-14 08:10:00,30,0.067,normal,True
laboratory_01084,laboratory,2023-04-14 07:42:00,2023-04-14 08:40:00,30,0.033,normal,True
laboratory_01085,laboratory,2023-04-14 08:12:00,2023-04-14 09:10:00,30,0.0,normal,True
laboratory_01086,laboratory,2023-04-14 08:42:00,2023-04-14 09:40:00,30,0.0,normal,True
laboratory_01087,laboratory,2023-04-14 09:12:00,2023-04-14 10:10:00,30,0.0,normal,True
laboratory_01088,laboratory,2023-04-14 09:42:00,2023-04-14 10:40:00,30,0.033,normal,True
laboratory_01089,laboratory,2023-04-14 10:12:00,2023-04-14 11:10:00,30,0.033,normal,True
laboratory_01090,laboratory,2023-04-14 10:42:00,2023-04-14 11:40:00,30,0.0,normal,True
laboratory_01091,laboratory,2023-04-14 11:12:00,2023-04-14 12:10:00,30,0.0,normal,True
laboratory_01092,laboratory,2023-04-14 11:42:00,2023-04-14 12:40:00,30,0.0,normal,True
laboratory_01093,laboratory,2023-04-14 12:12:00,2023-04-14 13:10:00,30,0.0,normal,True
laboratory_01094,laboratory,2023-04-14 12:42:00,2023-04-14 13:40:00,30,0.0,normal,True
laboratory_01095,laboratory,2023-04-14 13:12:00,2023-04-14 14:10:00,30,0.033,normal,True
laboratory_01096,laboratory,2023-04-14 13:42:00,2023-04-14 14:40:00,30,0.033,normal,True
laboratory_01097,laboratory,2023-04-14 14:12:00,2023-04-14 15:10:00,30,0.0,normal,True
laboratory_01098,laboratory,2023-04-14 14:42:00,2023-04-14 15:40:00,30,0.0,normal,True
laboratory_01099,laboratory,2023-04-14 15:12:00,2023-04-14 16:10:00,30,0.0,normal,True
laboratory_01100,laboratory,2023-04-14 15:42:00,2023-04-14 16:40:00,30,0.0,normal,True
laboratory_01101,laboratory,2023-04-14 16:12:00,2023-04-14 17:10:00,30,0.0,normal,True
laboratory_01102,laboratory,2023-04-14 16:42:00,2023-04-14 17:40:00,30,0.033,normal,True
laboratory_01103,laboratory,2023-04-14 17:12:00,2023-04-14 18:10:00,30,0.033,normal,True
laboratory_01104,laboratory,2023-04-14 17:42:00,2023-04-14 18:40:00,30,0.0,normal,True
laboratory_01105,laboratory,2023-04-14 18:12:00,2023-04-14 19:10:00,30,0.0,normal,True
laboratory_01106,laboratory,2023-04-14 18:42:00,2023-04-14 19:40:00,30,0.0,normal,True
laboratory_01107,laboratory,2023-04-14 19:12:00,2023-04-14 20:10:00,30,0.0,normal,True
laboratory_01108,laboratory,2023-04-14 19:42:00,2023-04-14 20:40:00,30,0.0,normal,True
laboratory_01109,laboratory,2023-04-14 20:12:00,2023-04-14 21:10:00,30,0.0,normal,True
laboratory_01110,laboratory,2023-04-14 20:42:00,2023-04-14 21:40:00,30,0.0,normal,True
laboratory_01111,laboratory,2023-04-14 21:12:00,2023-04-14 22:10:00,30,0.0,normal,True
laboratory_01112,laboratory,2023-04-14 21:42:00,2023-04-14 22:40:00,30,0.033,normal,True
laboratory_01113,laboratory,2023-04-14 22:12:00,2023-04-14 23:10:00,30,0.033,normal,True
laboratory_01114,laboratory,2023-04-14 22:42:00,2023-04-14 23:40:00,30,0.0,normal,True
laboratory_01115,laboratory,2023-04-14 23:12:00,2023-04-15 00:10:00,30,0.0,normal,True
laboratory_01116,laboratory,2023-04-14 23:42:00,2023-04-15 00:40:00,30,0.0,normal,True
laboratory_01117,laboratory,2023-04-15 00:12:00,2023-04-15 01:10:00,30,0.0,normal,True
laboratory_01118,laboratory,2023-04-15 00:42:00,2023-04-15 01:40:00,30,0.0,normal,True
laboratory_01119,laboratory,2023-04-15 01:12:00,2023-04-15 02:10:00,30,0.0,normal,True
laboratory_01120,laboratory,2023-04-15 01:42:00,2023-04-15 02:40:00,30,0.0,normal,True
laboratory_01121,laboratory,2023-04-15 02:12:00,2023-04-15 03:10:00,30,0.0,normal,True
laboratory_01122,laboratory,2023-04-15 02:42:00,2023-04-15 03:40:00,30,0.033,normal,True
laboratory_01123,laboratory,2023-04-15 03:12:00,2023-04-15 04:10:00,30,0.033,normal,True
laboratory_01124,laboratory,2023-04-15 03:42:00,2023-04-15 04:40:00,30,0.0,normal,True
laboratory_01125,laboratory,2023-04-15 04:12:00,2023-04-15 05:10:00,30,0.0,normal,True
laboratory_01126,laboratory,2023-04-15 04:42:00,2023-04-15 05:40:00,30,0.0,normal,True
laboratory_01127,laboratory,2023-04-15 05:12:00,2023-04-15 06:10:00,30,0.033,normal,True
laboratory_01128,laboratory,2023-04-15 05:42:00,2023-04-15 06:40:00,30,0.033,normal,True
laboratory_01129,laboratory,2023-04-15 06:12:00,2023-04-15 07:10:00,30,0.0,normal,True
laboratory_01130,laboratory,2023-04-15 06:42:00,2023-04-15 07:40:00,30,0.0,normal,True
laboratory_01131,laboratory,2023-04-15 07:12:00,2023-04-15 08:10:00,30,0.0,normal,True
laboratory_01132,laboratory,2023-04-15 07:42:00,2023-04-15 08:40:00,30,0.0,normal,True
laboratory_01133,laboratory,2023-04-15 08:12:00,2023-04-15 09:10:00,30,0.033,normal,True
laboratory_01134,laboratory,2023-04-15 08:42:00,2023-04-15 09:40:00,30,0.033,normal,True
laboratory_01135,laboratory,2023-04-15 09:12:00,2023-04-15 10:10:00,30,0.0,normal,True
laboratory_01136,laboratory,2023-04-15 09:42:00,2023-04-15 10:40:00,30,0.0,normal,True
laboratory_01137,laboratory,2023-04-15 10:12:00,2023-04-15 11:10:00,30,0.0,normal,True
laboratory_01138,laboratory,2023-04-15 10:42:00,2023-04-15 11:40:00,30,0.0,normal,True
laboratory_01139,laboratory,2023-04-15 11:12:00,2023-04-15 12:10:00,30,0.033,normal,True
laboratory_01140,laboratory,2023-04-15 11:42:00,2023-04-15 12:40:00,30,0.033,normal,True
laboratory_01141,laboratory,2023-04-15 12:12:00,2023-04-15 13:10:00,30,0.0,normal,True
laboratory_01142,laboratory,2023-04-15 12:42:00,2023-04-15 13:40:00,30,0.0,normal,True
laboratory_01143,laboratory,2023-04-15 13:12:00,2023-04-15 14:10:00,30,0.0,normal,True
laboratory_01144,laboratory,2023-04-15 13:42:00,2023-04-15 14:40:00,30,0.0,normal,True
laboratory_01145,laboratory,2023-04-15 14:12:00,2023-04-15 15:10:00,30,0.033,normal,True
laboratory_01146,laboratory,2023-04-15 14:42:00,2023-04-15 15:40:00,30,0.033,normal,True
laboratory_01147,laboratory,2023-04-15 15:12:00,2023-04-15 16:10:00,30,0.0,normal,True
laboratory_01148,laboratory,2023-04-15 15:42:00,2023-04-15 16:40:00,30,0.0,normal,True
laboratory_01149,laboratory,2023-04-15 16:12:00,2023-04-15 17:10:00,30,0.0,normal,True
laboratory_01150,laboratory,2023-04-15 16:42:00,2023-04-15 17:40:00,30,0.0,normal,True
laboratory_01151,laboratory,2023-04-15 17:12:00,2023-04-15 18:10:00,30,0.0,normal,True
laboratory_01152,laboratory,2023-04-15 17:42:00,2023-04-15 18:40:00,30,0.0,normal,True
laboratory_01153,laboratory,2023-04-15 18:12:00,2023-04-15 19:10:00,30,0.033,normal,True
laboratory_01154,laboratory,2023-04-15 18:42:00,2023-04-15 19:40:00,30,0.033,normal,True
laboratory_01155,laboratory,2023-04-15 19:12:00,2023-04-15 20:10:00,30,0.0,normal,True
laboratory_01156,laboratory,2023-04-15 19:42:00,2023-04-15 20:40:00,30,0.0,normal,True
laboratory_01157,laboratory,2023-04-15 20:12:00,2023-04-15 21:10:00,30,0.0,normal,True
laboratory_01158,laboratory,2023-04-15 20:42:00,2023-04-15 21:40:00,30,0.0,normal,True
laboratory_01159,laboratory,2023-04-15 21:12:00,2023-04-15 22:10:00,30,0.0,normal,True
laboratory_01160,laboratory,2023-04-15 21:42:00,2023-04-15 22:40:00,30,0.0,normal,True
laboratory_01161,laboratory,2023-04-15 22:12:00,2023-04-15 23:10:00,30,0.0,normal,True
laboratory_01162,laboratory,2023-04-15 22:42:00,2023-04-15 23:40:00,30,0.0,normal,True
laboratory_01163,laboratory,2023-04-15 23:12:00,2023-04-16 00:10:00,30,0.033,normal,True
laboratory_01164,laboratory,2023-04-15 23:42:00,2023-04-16 00:40:00,30,0.033,normal,True
laboratory_01165,laboratory,2023-04-16 00:12:00,2023-04-16 01:10:00,30,0.0,normal,True
laboratory_01166,laboratory,2023-04-16 00:42:00,2023-04-16 01:40:00,30,0.0,normal,True
laboratory_01167,laboratory,2023-04-16 01:12:00,2023-04-16 02:10:00,30,0.0,normal,True
laboratory_01168,laboratory,2023-04-16 01:42:00,2023-04-16 02:40:00,30,0.0,normal,True
laboratory_01169,laboratory,2023-04-16 02:12:00,2023-04-16 03:10:00,30,0.0,normal,True
laboratory_01170,laboratory,2023-04-16 02:42:00,2023-04-16 03:40:00,30,0.0,normal,True
laboratory_01171,laboratory,2023-04-16 03:12:00,2023-04-16 04:10:00,30,0.0,normal,True
laboratory_01172,laboratory,2023-04-16 03:42:00,2023-04-16 04:40:00,30,0.033,normal,True
laboratory_01173,laboratory,2023-04-16 04:12:00,2023-04-16 05:10:00,30,0.033,normal,True
laboratory_01174,laboratory,2023-04-16 04:42:00,2023-04-16 05:40:00,30,0.0,normal,True
laboratory_01175,laboratory,2023-04-16 05:12:00,2023-04-16 06:10:00,30,0.0,normal,True
laboratory_01176,laboratory,2023-04-16 05:42:00,2023-04-16 06:40:00,30,0.0,normal,True
laboratory_01177,laboratory,2023-04-16 06:12:00,2023-04-16 07:10:00,30,0.0,normal,True
laboratory_01178,laboratory,2023-04-16 06:42:00,2023-04-16 07:40:00,30,0.033,normal,True
laboratory_01179,laboratory,2023-04-16 07:12:00,2023-04-16 08:10:00,30,0.033,normal,True
